pname,pdesc,upc,sku,Price,uom,pack,pcat,pcat1,pcat2,country,region
"Maison L'Envoye Moulin-a-Vent 'Terre de The' Vieilles Vignes, 2016","Maison L'Envoye Moulin-a-Vent 'Terre de The' Vieilles Vignes, 2016",#767749016081,#210000000230,22.99,,1,Wine,Red Wine,Gamay,,
Marlboro Menthol Silver,Marlboro Menthol Silver,#02848129,#210000000231,9.99,,1,Tobacco,,,,
Marlboro Red 72s,Marlboro Red 72s,#02896320,#210000000232,9.99,,1,Tobacco,,,,
Minute Maid Peach Mango 12oz,Minute Maid Peach Mango 12oz,#025000062773,#210000000233,2.99,,1,Mixers,Juice,,,
Paulaner Hefe-Weizen 6PK Bottles,Paulaner Hefe-Weizen 6PK Bottles,#080157611946,#210000000234,11.39,,1,Beer,,,,
Pepsi 20oz Bottle,Pepsi 20oz Bottle,#012000001291,#210000000235,1.79,,1,Mixers,Soft Drinks,,,
Revel Stoke Peanut Butter Whiskey 750ML,Revel Stoke Peanut Butter Whiskey 750ML,#087116003378,#210000000236,16.99,,1,Whiskey,,,,
Rey Campero Mezcal Espadin 750mL,Rey Campero Mezcal Espadin 750mL,#7503018107011,#210000000237,52.99,,1,Agave,Mezcal,Espadin,,
Rona Champange Flute,Rona Champange Flute,#777666662222,#210000000238,9.99,,1,Accessories,Glassware,,,
Spiegelau Champagne Flute 8.5oz Single Glass,Spiegelau Champagne Flute 8.5oz Single Glass,#4003322265740,#210000000239,14.99,,1,Accessories,Glassware,,,
Starbucks Doubleshot Espresso & Salted Caramel Cream 6.5oz,Starbucks Doubleshot Espresso & Salted Caramel Cream 6.5oz,#01272903,#210000000240,5.89,,1,Mixers,Coffee,,,
Texano Boot 750mL,Texano Boot 750mL,#7503004682492,#210000000241,69.99,,1,Agave,Tequila,,,
Three Olives Vodka Grape 750ML,Three Olives Vodka Grape 750ML,#811538015349,#210000000242,19.99,,1,Vodka,,,,
Vector Cigar Cutter,Vector Cigar Cutter,#743809222074,#210000000243,9.99,,1,Tobacco,,,,
Weller Reserve 750mL,Weller Reserve 750mL,#088004025748,#210000000244,46.99,,1,Bourbon,Kentucky,,,
Zig Zag Unbleached Cones 3pk,Zig Zag Unbleached Cones 3pk,#008660007766,#210000000245,2.29,,1,Tobacco,,,,
Minute Maid Pink Lemonade 20oz,Minute Maid Pink Lemonade 20oz,#025000058868,#210000000246,2.89,,1,Mixers,,,,
Buffalo Trace 750mL,Buffalo Trace 750mL,#080244009236,#210000000247,45.99,,1,Bourbon,Kentucky,,,
Juul 2pk,Juul 2pk,#819913015212,#210000000248,11.99,,1,Tobacco,,,,
Tropicana Cranberry Juice 15oz,Tropicana Cranberry Juice 15oz,#048500008645,#210000000249,3.49,,1,Mixers,Juice,,,
Camel Crush Regular Fresh,Camel Crush Regular Fresh,#012300197410,#210000000250,10.56,,1,Tobacco,,,,
Dunhill Blue,Dunhill Blue,#027200356850,#210000000251,9.23,,1,Tobacco,,,,
5 Gum Watermelon Prism,5 Gum Watermelon Prism,#022000116024,#210000000252,2.89,,1,Food,Gum,,,
Bai Brasilia Blueberry 18oz,Bai Brasilia Blueberry 18oz,#852311004013,#210000000253,3.99,,1,Mixers,,,,
Bulleit Bourbon 10 Year 750mL,Bulleit Bourbon 10 Year 750mL,#082000760832,#210000000254,52.99,,1,Bourbon,Kentucky,,,
Cheetos Flamin Hot Limon 2.7oz,Cheetos Flamin Hot Limon 2.7oz,#028400356732,#210000000255,3.19,,1,Food,Chips,,,
Cutwater Mango Margarita Popsicle 100mL Single,Cutwater Mango Margarita Popsicle 100mL Single,#816751022174,#210000000257,3.99,,1,Frozen Drinks,,,,
Haribo Goldbears 5oz Bag,Haribo Goldbears 5oz Bag,#042238302211,#210000000258,2.99,,1,Food,Candy,,,
La Caliera Moscato D'Asti 750ML,La Caliera Moscato D'Asti 750ML,#8033765920018,#210000000259,16.99,,1,Wine,White Wine,Moscato,,
La Staffa Verdicchio di Castelli di Jesi 2017,La Staffa Verdicchio di Castelli di Jesi 2017,#8034141040115,#210000000260,21.99,,1,Wine,White Wine,Verdicchio,,
Lagavulin 16yr 750mL,Lagavulin 16yr 750mL,#088110140052,#210000000261,119.99,,1,Whiskey,Scotland,,,
Oonuma Noujun Junmai Shirataki Shuzo Niigata Prefecture 720ML,Oonuma Noujun Junmai Shirataki Shuzo Niigata Prefecture 720ML,#4980573203229,#210000000262,31.99,,1,Sake,,,,
Pinhook Bohemian Bourbon 750mL,Pinhook Bohemian Bourbon 750mL,#860001779660,#210000000263,44.99,,1,Bourbon,,,,
Sprite Zero Sugar 20oz,Sprite Zero Sugar 20oz,#049000037197,#210000000264,2.49,,1,Mixers,Soft Drinks,,,
Squirt 2L,Squirt 2L,#078000016468,#210000000265,4.99,,1,Mixers,Soft Drinks,,,
Swisher Sweets Mini Grape Twin Pack 12ct,Swisher Sweets Mini Grape Twin Pack 12ct,#025900286125,#210000000266,6.99,,1,Tobacco,,,,
Tylenol Extra Strength 24 Caplets,Tylenol Extra Strength 24 Caplets,#300450449054,#210000000267,5.99,,1,Pharmaceutical,,,,
Camel Crush Silver  Menthol,Camel Crush Silver  Menthol,#01239439,#210000000268,10.25,,1,Tobacco,,,,
Sprite 12oz Can,Sprite 12oz Can,#04913207,#210000000269,1.39,,1,Mixers,Soft Drinks,,,
Djarum Select,Djarum Select,#751667074278,#210000000270,6.95,,1,Tobacco,,,,
Newport Shorts,Newport Shorts,#02657512,#210000000271,10.79,,1,Tobacco,,,,
Rose's Grenadine Syrup 12oz,Rose's Grenadine Syrup 12oz,#01660530,#210000000272,6.99,,1,Mixers,,,,
Hyde Rebel Blue Razz Ice,Hyde Rebel Blue Razz Ice,#850027013718,#210000000273,24.99,,1,Vape,,,,
Puff Bar Cool Mint 5%,Puff Bar Cool Mint 5%,#852662557619,#210000000274,14.99,,1,Tobacco,,,,
Marlboro Lights,Marlboro Lights,#02838423,#210000000275,9.99,,1,Tobacco,,,,
Howard & Sons Ice Cubes 6pk,Howard & Sons Ice Cubes 6pk,#867667000312,#210000000276,5.99,,1,Ice,,,,
2018 Springtree Chardonnay,2018 Springtree Chardonnay,#891240001878,#210000000277,12.99,,1,Wine,White Wine,Chardonnay,,
American Spirit Black,American Spirit Black,#047995855079,#210000000278,11.49,,1,Tobacco,,,,
Coke 2L,Coke 2L,#049000050103,#210000000279,4.99,,1,Mixers,Soft Drinks,,,
Coke Zero 20oz,Coke Zero 20oz,#049000040869,#210000000280,2.49,,1,Mixers,Soft Drinks,,,
Erath Pinot Noir Rose 2018 750ML,Erath Pinot Noir Rose 2018 750ML,#084687007392,#210000000281,16.99,,1,Wine,Rosé,,,
Juul 2Pk,Juul 2Pk,#819913015212,#210000000282,11.99,,1,Tobacco,,,,
Kind Bar Almond & Coconut 1.4oz,Kind Bar Almond & Coconut 1.4oz,#602652170089,#210000000283,2.79,,1,Food,,,,
Lays Barbecue Chips 2.25oz Bag,Lays Barbecue Chips 2.25oz Bag,#028400355599,#210000000284,3.19,,1,Food,Chips,,,
Martin House Brewing Salsa Verde Hatch Chile & Tomatillo Ale 4pk Cans,Martin House Brewing Salsa Verde Hatch Chile & Tomatillo Ale 4pk Cans,#856927004283,#210000000285,5.99,,1,Beer,,,,
2021 Orin Swift Eight Years in the Desert,2021 Orin Swift Eight Years in the Desert,#085000026700,#210000000286,57.99,,1,Wine,Red Wine,Zinfandel,,
Sparkle Gift Bag,Sparkle Gift Bag,#842094199631,#210000000287,3.99,,1,Gift Wrapping,,,,
The Jewel Of Russia Berry 1L,The Jewel Of Russia Berry 1L,#4602451012951,#210000000288,39.99,,1,Vodka,,,,
Unity Hemp Strawberry Lemonade 14oz,Unity Hemp Strawberry Lemonade 14oz,#860000066952,#210000000289,7.99,,1,CBD Drinks,,,,
Weller Antique 107 750mL,Weller Antique 107 750mL,#088004025649,#210000000290,159.99,,1,Bourbon,Kentucky,,,
Topo Chico 12oz Glass Bottle,Topo Chico 12oz Glass Bottle,#021136010374,#210000000291,2.49,,1,Mixers,Sparkling Water,,,
William's Cigars Mariposa Full Length,William's Cigars Mariposa Full Length,#004458546967,#210000000292,18.99,,1,Tobacco,Cigars,,,
Marlboro Menthol Gold Pack,Marlboro Menthol Gold Pack,#02840127,#210000000294,9.99,,1,Tobacco,,,,
Backwoods Honey Berry 5pk,Backwoods Honey Berry 5pk,#071610299573,#210000000295,5.99,,1,Tobacco,,,,
Boochcraft Organic Hard Kombucha Apple Jasmine Single Can,Boochcraft Organic Hard Kombucha Apple Jasmine Single Can,#850014675158,#210000000296,2.99,,1,Beer,,,,
Cakewalk Golden Tree Wine Bag,Cakewalk Golden Tree Wine Bag,#876718006081,#210000000297,3.99,,1,Gift Wrapping,,,,
Chester's Flamin Hot Fries 2.6oz Bag,Chester's Flamin Hot Fries 2.6oz Bag,#028400357371,#210000000298,3.19,,1,Food,Chips,,,
Clase Azul Reposado 375mL,Clase Azul Reposado 375mL,#081240049523,#210000000299,119.99,,1,Agave,Tequila,Reposado,,
Coke 12oz Can,Coke 12oz Can,#04963406,#210000000300,1.59,,1,Mixers,Soft Drinks,,,
Concord Lemon Juice 8oz,Concord Lemon Juice 8oz,#041409000857,#210000000301,4.99,,1,Mixers,,,,
Drumshanbo Gunpowder Irish Gin 750ML,Drumshanbo Gunpowder Irish Gin 750ML,#086785012346,#210000000302,45.99,,1,Gin,,,,
FRANCISCAN CABERNET SAUVIGNON 2014,FRANCISCAN CABERNET SAUVIGNON 2014,#083085200220,#210000000303,27.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
Hyde Rebel Summer Luv,Hyde Rebel Summer Luv,#850029352549,#210000000304,24.99,,1,Vape,,,,
J&B Scotch Rare 750ML,J&B Scotch Rare 750ML,#088110985042,#210000000305,24.99,,1,Whiskey,Scotland,,,
Jean Louis Blanc de Blancs 187mL,Jean Louis Blanc de Blancs 187mL,#011699008284,#210000000306,4.99,,1,Sparkling Wine,,,,
2017 KA Karina Victoria Albariño,2017 KA Karina Victoria Albariño,#0183277000086,#210000000307,15.99,,1,Wine,White Wine,Albariño,,
Laphroaig Single Malt 10yr 750mL,Laphroaig Single Malt 10yr 750mL,#080686813019,#210000000308,76.99,,1,Whiskey,Scotland,,,
Minute Maid Lemonade 20oz,Minute Maid Lemonade 20oz,#025000058011,#210000000310,2.89,,1,Mixers,Juice,,,
Miss Vickies Jalapeno Chips 1.87oz,Miss Vickies Jalapeno Chips 1.87oz,#028400357777,#210000000311,3.19,,1,Food,Chips,,,
Mystic Labs Peach,Mystic Labs Peach,#739601138699,#210000000312,13.99,,1,Vape,,,,
Otoko No Yujo Matsuno Kotobuki Honjozo Tochigi 720ML,Otoko No Yujo Matsuno Kotobuki Honjozo Tochigi 720ML,#4545006015130,#210000000313,32.99,,1,Sake,,,,
Red Bull 16oz,Red Bull 16oz,#611269546019,#210000000314,5.99,,1,Mixers,Energy Drink,,,
Sauza Silver 750mL,Sauza Silver 750mL,#080686832010,#210000000315,15.99,,1,Agave,Tequila,Blanco,,
Singleton Glendullan Scotch 12YR 750ML,Singleton Glendullan Scotch 12YR 750ML,#088076180574,#210000000316,39.99,,1,Whiskey,Scotland,,,
Zubrowka Bison Grass Vodka 750ML,Zubrowka Bison Grass Vodka 750ML,#736040531661,#210000000317,25.99,,1,Vodka,,,,
"E.H. Taylor, Jr. Small Batch Bottle In Bond 750mL","E.H. Taylor, Jr. Small Batch Bottle In Bond 750mL",#088004005498,#210000000318,179.99,,1,Bourbon,Kentucky,,,
E&J Brandy VS 80 375ML Flask,E&J Brandy VS 80 375ML Flask,#085000004265,#210000000319,6.99,,1,Brandy,,,,
2017 Innocent Bystander Pinot Noir,2017 Innocent Bystander Pinot Noir,#767749008819,#210000000321,26.99,,1,Wine,Red Wine,Pinot Noir,,
Marlboro Blend No 27,Marlboro Blend No 27,#02826428,#210000000322,9.99,,1,Tobacco,,,,
2014 Monte Antico Toscana,2014 Monte Antico Toscana,#726452000152,#210000000323,14.99,,1,Wine,Red Wine,Blend,,
Puff Bar Strawberry 5%,Puff Bar Strawberry 5%,#852662557534,#210000000324,14.99,,1,Tobacco,,,,
Snickers 1.86oz Bar,Snickers 1.86oz Bar,#040000514251,#210000000325,1.99,,1,Food,Candy,,,
American Spirit Yellow,American Spirit Yellow,#047995855093,#210000000326,11.49,,1,Tobacco,,,,
Fiji Water 500mL,Fiji Water 500mL,#632565000012,#210000000327,2.49,,1,Mixers,Still Water,,,
Hyde Rebel Sour Apple Ice,Hyde Rebel Sour Apple Ice,#850027013756,#210000000328,24.99,,1,Vape,,,,
American Spirit Gold,American Spirit Gold,#047995855253,#210000000329,11.49,,1,Tobacco,,,,
Black & Mild Wine Wood Tip Single,Black & Mild Wine Wood Tip Single,#070137105299,#210000000330,1.72,,1,Tobacco,,,,
Cheetos Crunchy 2.75oz,Cheetos Crunchy 2.75oz,#028400356145,#210000000331,3.19,,1,Food,Chips,,,
Cheetos Crunchy Flamin Hot 2.75oz,Cheetos Crunchy Flamin Hot 2.75oz,#028400356169,#210000000332,3.19,,1,Food,Chips,,,
Don Julio 1942 750mL,Don Julio 1942 750mL,#674545000322,#210000000333,234.99,,1,Agave,Tequila,Extra Anejo,,
La Croix Cerise Limon Curate can 12oz,La Croix Cerise Limon Curate can 12oz,#073360771026,#210000000334,1.29,,1,Mixers,Sparkling Water,,,
Nutella & Go! 1.8oz,Nutella & Go! 1.8oz,#009800800056,#210000000336,3.49,,1,Food,,,,
Parliament Shorts Blue Box,Parliament Shorts Blue Box,#02879226,#210000000337,10.49,,1,Tobacco,,,,
Perrier 16.9oz,Perrier 16.9oz,#074780000703,#210000000338,2.15,,1,Mixers,Still Water,,,
Rips Strawberry-Green Apple 4oz,Rips Strawberry-Green Apple 4oz,#048014004157,#210000000339,2.89,,1,Food,Candy,,,
Ruffles Cheddar & Sour Cream 2oz Bag,Ruffles Cheddar & Sour Cream 2oz Bag,#028400355841,#210000000340,3.19,,1,Food,Chips,,,
Soléna Pinot Noir 750ml 2015,Soléna Pinot Noir 750ml 2015,#851665002997,#210000000341,29.99,,1,Wine,Red Wine,Pinot Noir,,
Funyuns Flamin Hot 1.8oz,Funyuns Flamin Hot 1.8oz,#028400357401,#210000000343,3.19,,1,Food,Chips,,,
True Rogue Plastic Flask 10oz,True Rogue Plastic Flask 10oz,#876718022708,#210000000344,5.99,,1,Accessories,Barware,,,
Vitamin Water Power-C Dragonfruit 20oz,Vitamin Water Power-C Dragonfruit 20oz,#786162010001,#210000000345,2.99,,1,Mixers,Still Water,,,
Balvenie Scotch 21yr 750mL,Balvenie Scotch 21yr 750mL,#083664858415,#210000000347,384.99,,1,Whiskey,Scotland,,,
Old Forester 1920 Prohibition Bourbon 750mL,Old Forester 1920 Prohibition Bourbon 750mL,#081128001155,#210000000356,69.99,,1,Bourbon,,,,
Jagermeister Cold Brew 750ML,Jagermeister Cold Brew 750ML,#083089000130,#210000000361,32.99,,1,Liqueur,,,,
El Tesoro Blanco 375mL,El Tesoro Blanco 375mL,#080686760054,#210000000363,29.99,,1,Agave,Tequila,Blanco,,
2015 Du Cropio Ciro Rosso Dom Giuva,2015 Du Cropio Ciro Rosso Dom Giuva,#811644011242,#210000000364,27.99,,1,Wine,Red Wine,Blend,,
Libbey 10oz Martini Glass,Libbey 10oz Martini Glass,#876718002137,#210000000381,8.99,,1,Accessories,Glassware,,,
2016 1000 Stories Zinfandel,2016 1000 Stories Zinfandel,#082896001453,#210000000382,21.99,,1,Wine,Red Wine,Zinfandel,,
2019 14 Hands Cabernet Sauvignon,2019 14 Hands Cabernet Sauvignon,#088586001895,#210000000383,16.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2019 15th Valley Sauvignon Blanc,2019 15th Valley Sauvignon Blanc,#860003099308,#210000000384,16.99,,1,Wine,White Wine,Sauvignon Blanc,,
1800 Anejo 750mL,1800 Anejo 750mL,#811538010030,#210000000385,47.99,,1,Agave,Tequila,Anejo,,
1800 Coconut 1.75L,1800 Coconut 1.75L,#811538010405,#210000000386,56.99,,1,Agave,Tequila,Blanco,,
1800 Coconut 750mL,1800 Coconut 750mL,#811538010375,#210000000387,36.99,,1,Agave,Tequila,Blanco,,
1800 Cristalino Anejo 750mL,1800 Cristalino Anejo 750mL,#811538016469,#210000000388,64.99,,1,Agave,Tequila,Cristalino,,
1800 Ultimate Margarita Watermelon 1.75L,1800 Ultimate Margarita Watermelon 1.75L,#81153801644,#210000000389,32.99,,1,Ready To Drink,,,,
1800 Reposado 1.75L,1800 Reposado 1.75L,#811538010252,#210000000390,49.99,,1,Agave,Tequila,Reposado,,
1800 Reposado 1L,1800 Reposado 1L,#811538010245,#210000000391,41.99,,1,Agave,Tequila,Reposado,,
1800 Reposado 750mL,1800 Reposado 750mL,#811538010238,#210000000392,29.99,,1,Agave,Tequila,Reposado,,
1800 Silver 1L,1800 Silver 1L,#811538010146,#210000000393,41.99,,1,Agave,Tequila,Blanco,,
1800 Ultimate Margarita Black Cherry 1.75L,1800 Ultimate Margarita Black Cherry 1.75L,#818844021415,#210000000394,28.99,,1,Ready To Drink,,,,
1800 Ultimate Margarita Blood Orange 1.75L,1800 Ultimate Margarita Blood Orange 1.75L,#811538018951,#210000000395,28.99,,1,Ready To Drink,,,,
1800 Ultimate Margarita Pineapple 1.75L,1800 Ultimate Margarita Pineapple 1.75L,#811538010399,#210000000396,28.99,,1,Ready To Drink,,,,
1800 Ultimate Margarita Watermelon 1.75L,1800 Ultimate Margarita Watermelon 1.75L,#811538016445,#210000000397,28.99,,1,Ready To Drink,,,,
1876 Vodka 1.75L,1876 Vodka 1.75L,#850010806136,#210000000398,24.99,,1,Vodka,United States,Texas,,
2003 Chateau Rabaud-Promis Sauternes,2003 Chateau Rabaud-Promis Sauternes,#3450301095439,#210000000399,54.99,,1,Wine,White Wine,Blend,,
2005 Chateau Marsauda-Bellevue,2005 Chateau Marsauda-Bellevue,#800853075367,#210000000400,39.99,,1,Wine,Red Wine,Blend,,
2007 Ca' Del Bosco Cuvee Annamaria Clementi Rose,2007 Ca' Del Bosco Cuvee Annamaria Clementi Rose,#896383000511,#210000000401,149.99,,1,Sparkling Wine,Rosė,,,
2007 Lopez de Heredia Viña Bosconia Reserva Rioja,2007 Lopez de Heredia Viña Bosconia Reserva Rioja,#815783000082,#210000000402,39.99,,1,Wine,Red Wine,Blend,,
2010 Chateau Pavie St. Emilion Grand Cru,2010 Chateau Pavie St. Emilion Grand Cru,#639737599695,#210000000403,449.99,,1,Wine,Red Wine,Blend,,
2010 Henry Fessy Moulin-a-Vent,2010 Henry Fessy Moulin-a-Vent,#3433221003296,#210000000404,18.99,,1,Wine,Red Wine,Gamay,,
2011 Abbazia di Novacella Gewürztraminer,2011 Abbazia di Novacella Gewürztraminer,#8025300003003,#210000000405,9.99,,1,Wine,White Wine,Gewurztraminer,,
2011 Bastianich Calabrone,2011 Bastianich Calabrone,#8033638980200,#210000000406,59.99,,1,Wine,Red Wine,Blend,,
Borgogno Barolo DOCG 750mL,Borgogno Barolo DOCG 750mL,#8003807003146,#210000000407,90.99,,1,Wine,Red Wine,Nebbiolo,,
2011 Castello Banfi Florus Moscadello Di Montalcino Late Harvest,2011 Castello Banfi Florus Moscadello Di Montalcino Late Harvest,#000213522321,#210000000408,19.99,,1,Wine,White Wine,Muscadelle,,
"2011 Chateau Belle-Vue ""Le Chateau""","2011 Chateau Belle-Vue ""Le Chateau""",#618471301061,#210000000409,49.99,,1,Wine,Red Wine,Blend,,
"2011 Chateau Belle-Vue, La Renaissance","2011 Chateau Belle-Vue, La Renaissance",#618471301078,#210000000410,49.99,,1,Wine,Red Wine,Blend,,
2011 Leth Gigama Grande Blauer Zweigelt Grande Reserve,2011 Leth Gigama Grande Blauer Zweigelt Grande Reserve,#9120008941318,#210000000411,49.99,,1,Wine,Red Wine,Zweigelt,,
2011 Nicolas Gonin Persan,2011 Nicolas Gonin Persan,#3554770035078,#210000000412,25.99,,1,Wine,Red Wine,Persan,,
2011 Palazzo Right Bank Red,2011 Palazzo Right Bank Red,#031757061013,#210000000413,79.99,,1,Wine,Red Wine,Blend,,
"Pierre and Bertrand Couly Chinon, La Haute Olive, 2019","Pierre and Bertrand Couly Chinon, La Haute Olive, 2019",#3700632800081,#210000000414,29.99,,1,Wine,Red Wine,Cabernet Franc,,
2012 Abbazia di Novacella Schiava,2012 Abbazia di Novacella Schiava,#8025300011008,#210000000415,15.99,,1,Wine,Red Wine,Schiava,,
"2012 Chateau Cabannieux ""Graves""","2012 Chateau Cabannieux ""Graves""",#3592990000001,#210000000417,17.99,,1,Wine,Red Wine,Blend,,
2012 Chateau Canon-La-Gaffeliere,2012 Chateau Canon-La-Gaffeliere,#639737586381,#210000000418,119.99,,1,Wine,Red Wine,Blend,,
2012 Château Gautoul Cahors,2012 Château Gautoul Cahors,#7501013327694,#210000000419,15.99,,1,Wine,Red Wine,Malbec,,
2012 Château Gigault Cuvée Viva,2012 Château Gigault Cuvée Viva,#3700218291500,#210000000420,24.99,,1,Wine,Red Wine,Merlot,,
"2012 Chateau Leoville Poyferre, St Julien","2012 Chateau Leoville Poyferre, St Julien",#639737602425,#210000000421,139.99,,1,Wine,Red Wine,Blend,,
2012 Chateau Magnan La Gaffeliere St-Emilion Grand Cru,2012 Chateau Magnan La Gaffeliere St-Emilion Grand Cru,#3760268493125,#210000000422,29.99,,1,Wine,Red Wine,Blend,,
2012 Col di Lamo Brunello di Montalcino DOCG,2012 Col di Lamo Brunello di Montalcino DOCG,#777744447777,#210000000423,74.99,,1,Wine,Red Wine,Sangiovese,,
2012 Finca Adalgisa Malbec,2012 Finca Adalgisa Malbec,#7798185150636,#210000000424,49.99,,1,Wine,Red Wine,Malbec,,
2012 Forlorn Hope Lo and Behold White Wine/Matthew Rorick,2012 Forlorn Hope Lo and Behold White Wine/Matthew Rorick,#222299991111,#210000000425,19.99,,1,Wine,White Wine,Blend,,
2012 Tokara Director's Reserve Red Wine,2012 Tokara Director's Reserve Red Wine,#6009656250719,#210000000426,42.99,,1,Wine,Red Wine,Blend,,
2013 Beaulieu Cabernet Sauvignon,2013 Beaulieu Cabernet Sauvignon,#080696923098,#210000000427,119.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2013 Carol Shelton Wild Thing Zinfandel 375mL,2013 Carol Shelton Wild Thing Zinfandel 375mL,#856671002023,#210000000428,10.99,,1,Wine,Red Wine,Zinfandel,,
2013 Chateau St Jean Cabernet Sauvignon,2013 Chateau St Jean Cabernet Sauvignon,#089819542963,#210000000429,29.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2013 La Fiorita Brunello di Montalcino,2013 La Fiorita Brunello di Montalcino,#850270000138,#210000000430,59.99,,1,Wine,Red Wine,Sangiovese,,
2013 Martinez Alesanco Reserva Rioja,2013 Martinez Alesanco Reserva Rioja,#8437005214057,#210000000431,34.99,,1,Wine,Red Wine,Rioja,,
2013 Murphy-Goode Alexander Valley Cabernet Sauvignon,2013 Murphy-Goode Alexander Valley Cabernet Sauvignon,#083722023441,#210000000432,19.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2013 Sky Vineyards Mt Veeder Zinfandel,2013 Sky Vineyards Mt Veeder Zinfandel,#759946326335,#210000000433,47.99,,1,Wine,Red Wine,Zinfandel,,
2013 Nautilus Pinot Noir,2013 Nautilus Pinot Noir,#089208910915,#210000000434,24.99,,1,Wine,Red Wine,Pinot Noir,,
2014 ArmAs - Uru Uu Reserve Voskehat,2014 ArmAs - Uru Uu Reserve Voskehat,#4850013980037,#210000000435,35.99,,1,Wine,White Wine,Voskehat,,
2014 Arrowood Proprietary Red Wine,2014 Arrowood Proprietary Red Wine,#009385202771,#210000000436,29.99,,1,Wine,Red Wine,Blend,,
2014 Beringer Private Reserve Cabernet Sauvignon,2014 Beringer Private Reserve Cabernet Sauvignon,#089819013265,#210000000437,169.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2014 BV Beaulieu Vinyard 2014,2014 BV Beaulieu Vinyard 2014,#080696096426,#210000000438,29.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2014 Casa Ferreirinha Vinha Grande Tinto,2014 Casa Ferreirinha Vinha Grande Tinto,#611482961811,#210000000439,19.99,,1,Wine,Red Wine,Blend,,
"Casanova di Neri Brunello di Montalcino, 2014","Casanova di Neri Brunello di Montalcino, 2014",#748789900066,#210000000440,74.99,,1,Wine,Red Wine,Sangiovese,,
2014 Catena Appellations Agrelo Cabernet Sauvignon,2014 Catena Appellations Agrelo Cabernet Sauvignon,#098709088528,#210000000441,28.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2014 Catena Paraje Altamira Malbec,2014 Catena Paraje Altamira Malbec,#098709099159,#210000000442,28.99,,1,Wine,Red Wine,Malbec,,
2014 Caymus Cabernet Special Selection,2014 Caymus Cabernet Special Selection,#01722472010,#210000000443,209.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2014 Cedre Malbec Cedrus,2014 Cedre Malbec Cedrus,#3516489223436,#210000000444,12.99,,1,Wine,Red Wine,Malbec,,
2014 Champ de Reves Pinot Noir,2014 Champ de Reves Pinot Noir,#784794711006,#210000000445,24.99,,1,Wine,Red Wine,Pinot Noir,,
"2014 Chateau Pontet-Canet, Pauillac","2014 Chateau Pontet-Canet, Pauillac",#639737597981,#210000000446,119.99,,1,Wine,Red Wine,Blend,,
